measure_date,station,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
2019-10-12,WE6,0.041,0.162,0.004,0.046,0.037,0.13,0.126,0.102,0.098,0.071,0.075,0.053,0.07
2019-10-17,WE6,0.042,0.194,0.002,0.099,0.089,0.181,0.168,0.147,0.137,0.111,0.112,0.109,0.101
2019-11-01,WE6,0.248,0.494,0.003,0.602,0.534,0.509,0.489,0.531,0.54,0.542,0.557,0.545,0.569
2019-11-16,WE6,0.071,0.26,0.002,0.149,0.159,0.225,0.192,0.188,0.185,0.174,0.178,0.155,0.171
2019-11-26,WE6,0.106,0.275,0.006,0.186,0.148,0.255,0.232,0.21,0.195,0.176,0.17,0.207,0.162
2020-03-05,WE6,0.014,0.16,0.001,0.004,0.003,0.15,0.161,0.184,0.183,0.128,0.122,0.101,0.082
2020-03-15,WE6,0.01,0.151,0.001,0.004,0.003,0.135,0.139,0.147,0.14,0.087,0.08,0.064,0.049
2020-03-25,WE6,0.009,0.162,0.001,0.005,0.003,0.144,0.143,0.128,0.114,0.061,0.055,0.043,0.034
2020-04-04,WE6,0.017,0.181,0.001,0.009,0.006,0.166,0.178,0.21,0.208,0.163,0.165,0.139,0.121
2020-04-24,WE6,0.011,0.163,0.001,0.008,0.005,0.15,0.155,0.159,0.151,0.095,0.091,0.073,0.06
2020-05-04,WE6,0.019,0.163,0.002,0.017,0.014,0.148,0.153,0.137,0.127,0.07,0.066,0.057,0.045
2020-06-03,WE6,0.027,0.165,0.01,0.05,0.039,0.147,0.144,0.128,0.117,0.089,0.093,0.08,0.082
2020-06-08,WE6,0.009,0.138,0.001,0.015,0.012,0.121,0.124,0.105,0.102,0.057,0.058,0.044,0.04
2020-06-13,WE6,0.019,0.154,0.002,0.034,0.028,0.14,0.146,0.144,0.141,0.092,0.093,0.077,0.069
2020-06-18,WE6,0.015,0.155,0.004,0.03,0.023,0.14,0.141,0.109,0.097,0.062,0.063,0.054,0.053
2020-07-03,WE6,0.006,0.125,0.001,0.004,0.003,0.1,0.085,0.047,0.038,0.027,0.026,0.02,0.02
2020-07-08,WE6,0.007,0.144,0.001,0.01,0.006,0.116,0.098,0.058,0.047,0.038,0.037,0.03,0.031
2020-07-13,WE6,0.007,0.124,0.001,0.008,0.006,0.1,0.089,0.052,0.049,0.032,0.031,0.024,0.023
2020-07-18,WE6,0.02,0.15,0.009,0.037,0.029,0.126,0.119,0.079,0.076,0.065,0.067,0.058,0.061
2020-07-23,WE6,0.012,0.153,0.001,0.026,0.017,0.129,0.126,0.079,0.086,0.063,0.065,0.055,0.052
2020-07-28,WE6,0.01,0.131,0.001,0.021,0.016,0.108,0.11,0.066,0.066,0.045,0.045,0.037,0.037
2020-08-07,WE6,0.009,0.132,0.001,0.009,0.007,0.109,0.107,0.059,0.054,0.035,0.035,0.028,0.027
2020-08-22,WE6,0.007,0.127,0.001,0.005,0.003,0.105,0.107,0.057,0.058,0.036,0.036,0.028,0.026
2020-08-27,WE6,0.009,0.142,0.001,0.013,0.008,0.116,0.105,0.067,0.062,0.046,0.047,0.037,0.038
2015-08-04,WE12,0.013,0.14,0.001,0.023,0.018,0.114,0.101,0.077,0.073,0.051,0.05,0.043,0.04
2015-08-14,WE12,0.01,0.142,0.002,0.019,0.013,0.121,0.112,0.074,0.093,0.064,0.066,0.052,0.05
2015-08-24,WE12,0.01,0.127,0.001,0.01,0.007,0.105,0.101,0.061,0.071,0.041,0.04,0.033,0.029
2015-10-23,WE12,0.01,0.152,0.003,0.012,0.011,0.121,0.095,0.062,0.051,0.035,0.032,0.027,0.025
2016-06-29,WE12,0.006,0.127,0,0.002,0.002,0.107,0.095,0.054,0.043,0.023,0.021,0.017,0.015
2016-07-19,WE12,0.007,0.136,0.001,0.005,0.002,0.11,0.093,0.049,0.04,0.028,0.027,0.022,0.02
2016-08-08,WE12,0.009,0.126,0.001,0.011,0.009,0.105,0.096,0.058,0.054,0.033,0.033,0.028,0.026
2016-08-28,WE12,0.005,0.155,0,0.004,0.002,0.13,0.113,0.064,0.047,0.03,0.029,0.022,0.02
2016-10-07,WE12,0.005,0.158,0.001,0.003,0.001,0.141,0.131,0.091,0.072,0.035,0.034,0.027,0.021
2016-11-26,WE12,0.012,0.182,0.001,0.012,0.01,0.14,0.099,0.06,0.049,0.037,0.034,0.029,0.026
2017-03-16,WE12,0.01,0.16,0.001,0.003,0.002,0.141,0.131,0.119,0.108,0.062,0.056,0.046,0.035
2017-04-25,WE12,0.008,0.154,0.001,0.01,0.008,0.143,0.151,0.151,0.13,0.071,0.07,0.055,0.045
2017-05-15,WE12,0.01,0.141,0.001,0.011,0.008,0.13,0.135,0.134,0.121,0.064,0.062,0.051,0.039
2017-06-24,WE12,0.013,0.142,0.001,0.031,0.024,0.122,0.105,0.065,0.056,0.048,0.047,0.043,0.042
2017-07-09,WE12,0.009,0.122,0.001,0.014,0.011,0.096,0.078,0.049,0.042,0.033,0.032,0.028,0.026
2017-07-14,WE12,0.075,0.224,0.005,0.206,0.171,0.259,0.235,0.223,0.217,0.214,0.216,0.212,0.208
2017-07-29,WE12,0.014,0.153,0.001,0.019,0.015,0.141,0.148,0.143,0.152,0.106,0.11,0.092,0.077
2017-08-03,WE12,0.018,0.181,0.004,0.016,0.01,0.15,0.129,0.078,0.067,0.055,0.055,0.045,0.047
2017-08-23,WE12,0.008,0.13,0.001,0.015,0.011,0.113,0.102,0.059,0.054,0.038,0.037,0.033,0.03
2017-09-07,WE12,0.035,0.218,0.004,0.047,0.037,0.206,0.208,0.173,0.183,0.126,0.127,0.109,0.099
2017-10-02,WE12,0.013,0.142,0.005,0.008,0.006,0.119,0.109,0.068,0.062,0.036,0.035,0.028,0.024
2017-10-17,WE12,0.006,0.146,0.001,0.004,0.002,0.124,0.114,0.071,0.064,0.033,0.032,0.024,0.02
2017-10-22,WE12,0.008,0.15,0.002,0.006,0.004,0.127,0.113,0.068,0.053,0.031,0.029,0.024,0.021
2017-11-26,WE12,0.008,0.165,0.001,0.003,0.002,0.139,0.118,0.07,0.054,0.03,0.027,0.022,0.018
2018-03-06,WE12,0.016,0.161,0.001,0.004,0.003,0.145,0.148,0.167,0.167,0.124,0.119,0.1,0.081
2018-03-11,WE12,0.007,0.149,0.001,0.002,0.001,0.132,0.13,0.119,0.101,0.049,0.044,0.035,0.025
2018-03-16,WE12,0.007,0.143,0.001,0.002,0.001,0.123,0.113,0.074,0.056,0.029,0.024,0.019,0.015
2018-03-26,WE12,0.016,0.158,0.001,0.005,0.003,0.143,0.147,0.157,0.156,0.116,0.111,0.095,0.076
2018-04-05,WE12,0.013,0.157,0.002,0.008,0.005,0.141,0.14,0.123,0.109,0.058,0.053,0.044,0.034
2018-04-10,WE12,0.013,0.17,0.002,0.007,0.005,0.15,0.138,0.088,0.068,0.039,0.036,0.03,0.025
2018-04-20,WE12,0.01,0.155,0.001,0.003,0.001,0.142,0.148,0.147,0.137,0.078,0.073,0.06,0.044
2018-04-25,WE12,0.025,0.199,0.006,0.029,0.024,0.175,0.173,0.16,0.14,0.09,0.087,0.064,0.065
2018-04-30,WE12,0.009,0.14,0.001,0.005,0.003,0.124,0.12,0.087,0.067,0.034,0.031,0.025,0.021
2018-05-25,WE12,0.006,0.126,0.001,0.003,0.002,0.104,0.104,0.065,0.071,0.033,0.031,0.025,0.019
2018-06-04,WE12,0.016,0.141,0.001,0.03,0.025,0.125,0.119,0.096,0.084,0.055,0.056,0.049,0.046
2018-06-14,WE12,0.01,0.149,0.001,0.02,0.015,0.139,0.141,0.114,0.097,0.054,0.054,0.046,0.04
2018-06-29,WE12,0.008,0.143,0.001,0.017,0.013,0.125,0.116,0.074,0.06,0.04,0.04,0.034,0.033
2018-07-04,WE12,0.006,0.124,0.003,0.007,0.004,0.096,0.076,0.042,0.034,0.027,0.027,0.022,0.021
2018-07-09,WE12,0.008,0.138,0.001,0.01,0.011,0.121,0.111,0.067,0.054,0.033,0.032,0.027,0.024
2018-08-03,WE12,0.009,0.148,0.001,0.01,0.005,0.122,0.109,0.063,0.055,0.04,0.038,0.031,0.03
2018-08-13,WE12,0.007,0.136,0.001,0.007,0.004,0.114,0.108,0.057,0.049,0.032,0.032,0.025,0.023
2018-08-18,WE12,0.009,0.158,0.001,0.013,0.008,0.136,0.122,0.072,0.061,0.047,0.047,0.039,0.04
2018-08-23,WE12,0.007,0.129,0,0.005,0.003,0.105,0.095,0.049,0.044,0.028,0.027,0.022,0.019
2018-08-28,WE12,0.006,0.147,0,0.009,0.005,0.122,0.105,0.058,0.05,0.035,0.034,0.027,0.027
2018-09-02,WE12,0.005,0.133,0,0.007,0.004,0.109,0.094,0.048,0.039,0.027,0.027,0.022,0.02
2018-10-17,WE12,0.243,0.356,0.022,0.206,0.255,0.182,0.166,0.169,0.184,0.197,0.224,0.122,0.251
2018-10-22,WE12,0.007,0.127,0.001,0.005,0.003,0.099,0.077,0.047,0.039,0.025,0.023,0.019,0.016
2018-11-11,WE12,0.028,0.158,0.007,0.034,0.028,0.127,0.102,0.077,0.068,0.051,0.047,0.044,0.041
2019-03-26,WE12,0.012,0.154,0.001,0.002,0.001,0.139,0.144,0.151,0.147,0.096,0.09,0.075,0.058
2019-04-15,WE12,0.019,0.159,0.001,0.012,0.009,0.147,0.152,0.169,0.17,0.125,0.124,0.107,0.088
2019-05-05,WE12,0.009,0.156,0.001,0.005,0.003,0.144,0.149,0.133,0.114,0.056,0.053,0.043,0.033
2019-05-15,WE12,0.008,0.157,0.001,0.004,0.003,0.144,0.147,0.138,0.119,0.062,0.06,0.047,0.037
2019-06-29,WE12,0.017,0.146,0.008,0.037,0.028,0.119,0.099,0.072,0.066,0.058,0.059,0.053,0.054
2019-07-04,WE12,0.007,0.148,0.001,0.023,0.015,0.116,0.089,0.06,0.05,0.046,0.044,0.038,0.04
2019-07-09,WE12,0.022,0.148,0.007,0.031,0.024,0.123,0.11,0.08,0.073,0.058,0.058,0.052,0.051
2019-07-14,WE12,0.007,0.122,0.001,0.011,0.008,0.1,0.088,0.053,0.05,0.033,0.031,0.027,0.024
2019-07-24,WE12,0.01,0.14,0.001,0.015,0.011,0.119,0.111,0.068,0.069,0.046,0.045,0.038,0.035
2019-08-08,WE12,0.01,0.14,0.001,0.019,0.014,0.119,0.112,0.068,0.063,0.044,0.044,0.038,0.036
2019-08-23,WE12,0.008,0.132,0.001,0.008,0.006,0.111,0.103,0.06,0.06,0.036,0.034,0.029,0.024
2019-08-28,WE12,0.009,0.138,0.001,0.012,0.008,0.119,0.114,0.076,0.075,0.046,0.045,0.036,0.032
2019-09-02,WE12,0.005,0.137,0.001,0.003,0.002,0.116,0.11,0.063,0.059,0.032,0.03,0.024,0.02
2019-09-07,WE12,0.015,0.147,0.005,0.015,0.011,0.121,0.111,0.072,0.071,0.048,0.047,0.04,0.037
2019-09-22,WE12,0.006,0.138,0.001,0.007,0.005,0.114,0.099,0.058,0.045,0.031,0.03,0.023,0.022
2019-10-12,WE12,0.01,0.147,0.001,0.006,0.004,0.126,0.118,0.081,0.066,0.035,0.034,0.027,0.022
2019-10-17,WE12,0.044,0.206,0.001,0.124,0.109,0.179,0.169,0.155,0.147,0.124,0.127,0.096,0.124
2019-10-22,WE12,0.092,0.259,0.003,0.244,0.189,0.231,0.216,0.217,0.219,0.215,0.214,0.18,0.21
2019-11-26,WE12,0.03,0.189,0.002,0.026,0.028,0.136,0.102,0.067,0.057,0.048,0.048,0.038,0.045
2020-03-05,WE12,0.007,0.144,0.001,0.003,0.001,0.122,0.114,0.071,0.055,0.029,0.025,0.02,0.017
2020-03-15,WE12,0.008,0.156,0.001,0.003,0.002,0.138,0.137,0.109,0.09,0.044,0.039,0.031,0.023
2020-03-25,WE12,0.016,0.191,0.001,0.016,0.01,0.167,0.162,0.143,0.124,0.074,0.069,0.057,0.049
2020-04-24,WE12,0.009,0.162,0.001,0.005,0.003,0.145,0.145,0.12,0.102,0.054,0.05,0.039,0.032
2020-05-04,WE12,0.011,0.157,0.001,0.01,0.008,0.137,0.132,0.086,0.072,0.04,0.037,0.031,0.027
2020-05-24,WE12,0.015,0.166,0.004,0.024,0.019,0.153,0.154,0.12,0.097,0.06,0.061,0.047,0.047
2020-06-08,WE12,0.009,0.133,0.001,0.018,0.014,0.112,0.106,0.073,0.069,0.043,0.042,0.037,0.034
2020-06-13,WE12,0.016,0.153,0.001,0.032,0.025,0.141,0.137,0.115,0.099,0.064,0.062,0.056,0.05
2020-06-18,WE12,0.009,0.155,0.002,0.022,0.016,0.144,0.136,0.089,0.069,0.045,0.044,0.039,0.037
2020-06-23,WE12,0.01,0.157,0.001,0.029,0.025,0.131,0.115,0.073,0.059,0.048,0.048,0.041,0.044
2020-06-28,WE12,0.012,0.135,0.005,0.023,0.017,0.112,0.096,0.061,0.054,0.043,0.042,0.037,0.037
2020-07-03,WE12,0.006,0.126,0.001,0.004,0.002,0.097,0.075,0.038,0.029,0.024,0.022,0.018,0.017
2020-07-08,WE12,0.007,0.139,0,0.007,0.004,0.108,0.08,0.045,0.036,0.033,0.031,0.025,0.026
2020-07-13,WE12,0.006,0.127,0.001,0.008,0.005,0.1,0.08,0.043,0.035,0.026,0.025,0.021,0.019
2020-07-18,WE12,0.014,0.14,0.005,0.023,0.017,0.112,0.091,0.057,0.048,0.043,0.044,0.037,0.039
2020-07-23,WE12,0.071,0.304,0.001,0.276,0.227,0.268,0.251,0.243,0.238,0.24,0.254,0.223,0.263
2020-07-28,WE12,0.009,0.129,0.001,0.018,0.014,0.106,0.088,0.052,0.044,0.035,0.034,0.031,0.03
2020-08-07,WE12,0.008,0.131,0.001,0.009,0.006,0.103,0.088,0.05,0.046,0.032,0.03,0.026,0.024
2020-08-17,WE12,0.015,0.155,0.003,0.013,0.01,0.128,0.115,0.068,0.059,0.045,0.045,0.037,0.037
2020-08-22,WE12,0.007,0.127,0.001,0.004,0.002,0.101,0.087,0.044,0.036,0.027,0.026,0.021,0.02
2020-08-27,WE12,0.009,0.143,0.001,0.012,0.008,0.116,0.101,0.059,0.05,0.04,0.039,0.033,0.033
2016-06-29,WE9,0.011,0.136,0.001,0.011,0.009,0.12,0.124,0.101,0.094,0.051,0.051,0.04,0.035
2019-03-16,WE9,0.029,0.181,0.002,0.011,0.009,0.174,0.191,0.235,0.245,0.19,0.189,0.167,0.136
2019-03-26,WE9,0.011,0.144,0.001,0.003,0.002,0.129,0.136,0.144,0.139,0.081,0.076,0.063,0.047
2019-04-15,WE9,0.015,0.141,0.001,0.012,0.01,0.124,0.124,0.121,0.118,0.07,0.067,0.055,0.046
2019-05-05,WE9,0.016,0.149,0.001,0.013,0.01,0.136,0.144,0.163,0.161,0.107,0.106,0.086,0.072
2019-05-15,WE9,0.01,0.145,0.001,0.012,0.008,0.127,0.127,0.119,0.11,0.063,0.06,0.048,0.041
2019-06-24,WE9,0.019,0.19,0.005,0.04,0.034,0.159,0.14,0.126,0.11,0.09,0.095,0.085,0.079
2019-06-29,WE9,0.016,0.157,0.005,0.037,0.028,0.141,0.14,0.137,0.126,0.085,0.091,0.074,0.071
2019-07-09,WE9,0.019,0.143,0.004,0.027,0.021,0.124,0.116,0.095,0.088,0.064,0.065,0.054,0.054
2019-07-14,WE9,0.009,0.127,0.001,0.011,0.008,0.102,0.097,0.071,0.075,0.042,0.042,0.033,0.031
2019-07-19,WE9,0.018,0.158,0.008,0.036,0.027,0.138,0.131,0.11,0.097,0.071,0.076,0.063,0.066
2019-07-24,WE9,0.009,0.13,0.001,0.007,0.004,0.108,0.101,0.078,0.087,0.052,0.054,0.042,0.036
2019-07-29,WE9,0.022,0.168,0.011,0.04,0.028,0.149,0.137,0.117,0.118,0.093,0.099,0.086,0.081
2019-08-03,WE9,0.027,0.133,0.001,0.017,0.006,0.113,0.117,0.068,0.146,0.176,0.18,0.153,0.152
2019-08-08,WE9,0.011,0.149,0.001,0.021,0.017,0.131,0.128,0.102,0.109,0.073,0.075,0.061,0.055
2019-08-23,WE9,0.01,0.137,0.001,0.008,0.006,0.116,0.111,0.093,0.095,0.056,0.057,0.045,0.037
2019-08-28,WE9,0.01,0.136,0.001,0.011,0.008,0.12,0.12,0.091,0.098,0.061,0.062,0.049,0.043
2019-09-02,WE9,0.006,0.128,0.001,0.005,0.003,0.107,0.105,0.064,0.089,0.054,0.054,0.041,0.035
2019-09-22,WE9,0.006,0.142,0.001,0.009,0.007,0.123,0.119,0.09,0.078,0.044,0.044,0.034,0.032
2019-10-12,WE9,0.01,0.134,0.001,0.005,0.003,0.113,0.105,0.08,0.074,0.04,0.038,0.031,0.025
2019-10-17,WE9,0.015,0.151,0.001,0.015,0.012,0.12,0.095,0.067,0.058,0.043,0.041,0.034,0.032
2019-11-16,WE9,0.049,0.23,0.002,0.095,0.078,0.198,0.158,0.144,0.139,0.127,0.129,0.121,0.121
2019-11-26,WE9,0.209,0.418,0.013,0.419,0.312,0.45,0.42,0.429,0.42,0.401,0.391,0.462,0.376
2020-03-05,WE9,0.019,0.161,0.001,0.005,0.003,0.15,0.163,0.192,0.196,0.158,0.155,0.134,0.115
2020-03-15,WE9,0.009,0.147,0.001,0.004,0.002,0.13,0.133,0.13,0.118,0.065,0.059,0.047,0.036
2020-03-25,WE9,0.015,0.167,0.001,0.005,0.003,0.152,0.158,0.182,0.184,0.14,0.139,0.116,0.099
2020-04-04,WE9,0.016,0.173,0.001,0.007,0.004,0.158,0.164,0.19,0.191,0.157,0.161,0.136,0.122
2020-04-24,WE9,0.012,0.16,0.001,0.011,0.008,0.145,0.148,0.148,0.138,0.086,0.082,0.066,0.056
2020-05-04,WE9,0.037,0.165,0.002,0.061,0.046,0.14,0.134,0.116,0.116,0.089,0.091,0.072,0.083
2020-06-03,WE9,0.019,0.157,0.006,0.038,0.03,0.141,0.14,0.13,0.114,0.077,0.081,0.067,0.066
2020-06-08,WE9,0.01,0.137,0.001,0.018,0.015,0.119,0.12,0.104,0.094,0.055,0.056,0.043,0.043
2020-06-13,WE9,0.022,0.153,0.003,0.037,0.032,0.139,0.143,0.136,0.132,0.087,0.088,0.075,0.07
2020-07-03,WE9,0.007,0.125,0.001,0.01,0.007,0.101,0.089,0.055,0.048,0.034,0.034,0.026,0.027
2020-07-08,WE9,0.007,0.14,0.001,0.009,0.005,0.112,0.1,0.063,0.061,0.042,0.042,0.033,0.032
2020-07-13,WE9,0.008,0.129,0.001,0.009,0.007,0.104,0.096,0.061,0.064,0.038,0.038,0.03,0.029
2020-07-18,WE9,0.02,0.149,0.009,0.034,0.025,0.126,0.118,0.09,0.087,0.068,0.07,0.06,0.061
2020-07-23,WE9,0.01,0.15,0.001,0.017,0.012,0.127,0.116,0.078,0.08,0.056,0.058,0.047,0.045
2020-07-28,WE9,0.011,0.137,0.001,0.021,0.016,0.116,0.112,0.079,0.081,0.051,0.052,0.042,0.041
2020-08-07,WE9,0.009,0.136,0.001,0.009,0.006,0.113,0.106,0.071,0.072,0.043,0.043,0.034,0.03
2020-08-22,WE9,0.008,0.125,0.001,0.006,0.003,0.1,0.103,0.053,0.09,0.062,0.064,0.049,0.041
2020-08-27,WE9,0.01,0.148,0.001,0.014,0.01,0.126,0.119,0.088,0.09,0.06,0.063,0.049,0.048
2015-08-04,WE16,0.009,0.129,0.001,0.014,0.01,0.108,0.103,0.063,0.087,0.056,0.056,0.046,0.039
2015-08-14,WE16,0.017,0.156,0.002,0.155,0.118,0.129,0.119,0.115,0.194,0.159,0.152,0.063,0.139
2015-10-23,WE16,0.02,0.172,0.005,0.032,0.028,0.145,0.125,0.085,0.071,0.051,0.05,0.045,0.046
2016-06-29,WE16,0.01,0.13,0.001,0.012,0.008,0.108,0.091,0.047,0.037,0.028,0.026,0.023,0.022
2016-07-19,WE16,0.007,0.135,0.001,0.009,0.006,0.107,0.082,0.042,0.034,0.03,0.029,0.023,0.023
2016-08-08,WE16,0.008,0.125,0.001,0.012,0.009,0.102,0.09,0.049,0.043,0.031,0.03,0.025,0.023
2016-08-28,WE16,0.005,0.154,0,0.005,0.003,0.131,0.113,0.063,0.046,0.03,0.03,0.023,0.021
2016-10-07,WE16,0.005,0.142,0,0.003,0.001,0.12,0.099,0.048,0.035,0.023,0.02,0.016,0.015
2016-11-26,WE16,0.011,0.186,0.001,0.005,0.005,0.151,0.118,0.067,0.052,0.035,0.031,0.026,0.022
