measure_date,station,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
2017-03-16,WE16,0.012,0.162,0.001,0.003,0.002,0.143,0.133,0.128,0.121,0.075,0.069,0.057,0.042
2017-04-25,WE16,0.062,0.209,0.004,0.099,0.082,0.192,0.187,0.171,0.154,0.125,0.126,0.117,0.119
2017-05-15,WE16,0.009,0.137,0.001,0.009,0.007,0.123,0.119,0.077,0.058,0.032,0.03,0.026,0.022
2017-06-24,WE16,0.013,0.15,0.001,0.031,0.025,0.133,0.117,0.071,0.059,0.048,0.048,0.044,0.043
2017-07-09,WE16,0.009,0.126,0.001,0.017,0.013,0.103,0.082,0.046,0.039,0.034,0.031,0.029,0.027
2017-07-29,WE16,0.012,0.159,0.001,0.019,0.015,0.148,0.149,0.137,0.126,0.077,0.079,0.066,0.054
2017-08-03,WE16,0.012,0.169,0.002,0.012,0.008,0.136,0.109,0.064,0.053,0.046,0.045,0.037,0.037
2017-08-23,WE16,0.008,0.134,0.001,0.01,0.007,0.11,0.095,0.052,0.044,0.032,0.03,0.026,0.024
2017-09-07,WE16,0.01,0.158,0.001,0.009,0.008,0.139,0.132,0.085,0.082,0.048,0.046,0.038,0.033
2017-09-12,WE16,0.024,0.156,0.008,0.019,0.014,0.133,0.132,0.086,0.092,0.062,0.061,0.053,0.048
2017-09-27,WE16,0.034,0.233,0.002,0.121,0.092,0.206,0.175,0.146,0.132,0.129,0.137,0.125,0.135
2017-10-02,WE16,0.009,0.133,0.003,0.006,0.004,0.111,0.099,0.051,0.044,0.029,0.028,0.023,0.019
2017-10-17,WE16,0.006,0.153,0.001,0.004,0.002,0.134,0.124,0.08,0.065,0.033,0.03,0.024,0.02
2017-10-22,WE16,0.007,0.148,0.002,0.006,0.004,0.123,0.106,0.056,0.044,0.028,0.026,0.021,0.019
2017-11-26,WE16,0.008,0.163,0.002,0.003,0.002,0.136,0.112,0.069,0.053,0.031,0.027,0.022,0.018
2018-03-06,WE16,0.01,0.154,0.001,0.004,0.003,0.134,0.127,0.108,0.093,0.051,0.045,0.036,0.027
2018-03-11,WE16,0.011,0.154,0.001,0.002,0.001,0.137,0.141,0.161,0.158,0.101,0.095,0.078,0.059
2018-03-16,WE16,0.009,0.149,0.001,0.002,0.002,0.132,0.132,0.128,0.115,0.061,0.054,0.044,0.032
2018-03-26,WE16,0.013,0.154,0.001,0.006,0.004,0.139,0.138,0.138,0.132,0.086,0.08,0.067,0.051
2018-04-05,WE16,0.013,0.152,0.002,0.008,0.005,0.135,0.137,0.116,0.11,0.059,0.053,0.044,0.034
2018-04-10,WE16,0.012,0.156,0.002,0.009,0.006,0.134,0.115,0.061,0.047,0.033,0.029,0.025,0.022
2018-04-20,WE16,0.008,0.142,0.001,0.003,0.002,0.128,0.129,0.103,0.081,0.038,0.033,0.027,0.02
2018-04-30,WE16,0.009,0.135,0.001,0.005,0.003,0.115,0.101,0.055,0.04,0.025,0.024,0.019,0.017
2018-05-25,WE16,0.006,0.127,0.001,0.003,0.002,0.105,0.101,0.056,0.047,0.024,0.022,0.018,0.015
2018-06-04,WE16,0.017,0.147,0.001,0.031,0.025,0.135,0.132,0.106,0.091,0.059,0.058,0.052,0.047
2018-06-14,WE16,0.012,0.14,0.001,0.024,0.018,0.125,0.119,0.084,0.067,0.044,0.044,0.039,0.036
2018-06-29,WE16,0.008,0.137,0.001,0.014,0.011,0.106,0.086,0.052,0.042,0.033,0.033,0.026,0.028
2018-07-04,WE16,0.005,0.129,0.001,0.005,0.003,0.102,0.082,0.043,0.033,0.026,0.025,0.018,0.019
2018-07-09,WE16,0.007,0.129,0.001,0.005,0.006,0.106,0.088,0.044,0.034,0.025,0.023,0.019,0.017
2018-08-03,WE16,0.008,0.146,0.001,0.008,0.005,0.118,0.101,0.056,0.048,0.036,0.036,0.028,0.028
2018-08-13,WE16,0.007,0.133,0.001,0.009,0.007,0.108,0.093,0.047,0.04,0.03,0.029,0.024,0.024
2018-08-18,WE16,0.01,0.165,0.001,0.019,0.012,0.141,0.121,0.074,0.063,0.054,0.053,0.045,0.046
2018-08-23,WE16,0.007,0.132,0.001,0.004,0.002,0.11,0.099,0.051,0.045,0.028,0.028,0.022,0.02
2018-09-02,WE16,0.006,0.14,0.001,0.008,0.005,0.116,0.107,0.057,0.051,0.032,0.033,0.025,0.023
2018-11-11,WE16,0.031,0.188,0.006,0.039,0.032,0.157,0.129,0.091,0.08,0.063,0.06,0.054,0.053
2019-03-26,WE16,0.009,0.144,0.001,0.003,0.002,0.128,0.131,0.121,0.106,0.053,0.047,0.039,0.028
2019-04-15,WE16,0.017,0.157,0.001,0.013,0.01,0.144,0.147,0.155,0.152,0.103,0.101,0.086,0.069
2019-05-05,WE16,0.007,0.149,0.001,0.004,0.002,0.133,0.12,0.062,0.044,0.025,0.023,0.019,0.016
2019-05-15,WE16,0.007,0.144,0.001,0.004,0.002,0.127,0.127,0.109,0.088,0.043,0.041,0.031,0.026
2019-05-25,WE16,0.013,0.15,0.004,0.029,0.022,0.133,0.127,0.098,0.077,0.055,0.054,0.047,0.046
2019-06-14,WE16,0.028,0.166,0.006,0.042,0.033,0.154,0.153,0.139,0.119,0.081,0.08,0.072,0.067
2019-06-29,WE16,0.012,0.142,0.003,0.034,0.026,0.114,0.09,0.065,0.056,0.052,0.053,0.047,0.05
2019-07-04,WE16,0.007,0.144,0,0.019,0.012,0.113,0.086,0.057,0.046,0.041,0.041,0.034,0.035
2019-07-09,WE16,0.021,0.145,0.006,0.03,0.023,0.122,0.105,0.071,0.061,0.054,0.052,0.048,0.048
2019-07-14,WE16,0.008,0.128,0.001,0.014,0.011,0.106,0.089,0.055,0.044,0.033,0.031,0.028,0.025
2019-07-24,WE16,0.011,0.143,0.001,0.017,0.012,0.122,0.106,0.063,0.054,0.041,0.04,0.035,0.034
2019-08-03,WE16,0.009,0.137,0.001,0.005,0.003,0.114,0.105,0.053,0.048,0.034,0.032,0.026,0.024
2019-08-08,WE16,0.011,0.141,0.001,0.025,0.019,0.122,0.117,0.075,0.073,0.051,0.051,0.044,0.043
2019-08-23,WE16,0.009,0.134,0.001,0.011,0.009,0.114,0.115,0.061,0.06,0.037,0.036,0.03,0.028
2019-08-28,WE16,0.009,0.138,0.001,0.013,0.009,0.119,0.114,0.068,0.065,0.041,0.04,0.034,0.031
2019-09-02,WE16,0.005,0.133,0.001,0.005,0.003,0.11,0.102,0.057,0.053,0.032,0.03,0.024,0.022
2019-09-07,WE16,0.041,0.161,0.009,0.021,0.025,0.121,0.11,0.071,0.067,0.05,0.054,0.043,0.055
2019-09-22,WE16,0.005,0.135,0.001,0.007,0.005,0.111,0.093,0.048,0.037,0.028,0.026,0.021,0.02
2019-10-12,WE16,0.008,0.146,0.001,0.004,0.003,0.127,0.116,0.081,0.065,0.035,0.032,0.027,0.021
2019-10-17,WE16,0.024,0.167,0.002,0.037,0.041,0.13,0.105,0.083,0.077,0.06,0.061,0.052,0.054
2019-10-22,WE16,0.011,0.166,0.002,0.009,0.006,0.138,0.113,0.065,0.051,0.037,0.034,0.029,0.026
2020-03-05,WE16,0.007,0.14,0.001,0.003,0.002,0.118,0.106,0.063,0.046,0.027,0.023,0.018,0.015
2020-03-15,WE16,0.008,0.149,0.001,0.004,0.002,0.127,0.116,0.071,0.053,0.029,0.026,0.021,0.017
2020-04-24,WE16,0.009,0.156,0.001,0.007,0.004,0.135,0.121,0.071,0.056,0.035,0.032,0.027,0.024
2020-05-04,WE16,0.012,0.161,0.001,0.014,0.01,0.144,0.137,0.091,0.074,0.043,0.04,0.034,0.03
2020-06-08,WE16,0.007,0.123,0.001,0.011,0.008,0.098,0.089,0.053,0.049,0.033,0.031,0.027,0.022
2020-06-13,WE16,0.015,0.152,0.001,0.028,0.022,0.139,0.136,0.11,0.091,0.057,0.056,0.049,0.045
2020-06-18,WE16,0.009,0.148,0.001,0.025,0.02,0.132,0.115,0.069,0.054,0.043,0.042,0.037,0.037
2020-06-28,WE16,0.02,0.142,0.011,0.033,0.025,0.122,0.107,0.073,0.065,0.055,0.054,0.053,0.05
2020-07-03,WE16,0.015,0.141,0.007,0.031,0.023,0.117,0.095,0.06,0.053,0.05,0.052,0.047,0.047
2020-07-08,WE16,0.007,0.143,0.001,0.01,0.005,0.112,0.085,0.047,0.038,0.034,0.033,0.027,0.028
2020-07-13,WE16,0.008,0.136,0.001,0.014,0.011,0.113,0.092,0.051,0.04,0.031,0.031,0.026,0.025
2020-07-18,WE16,0.014,0.14,0.005,0.026,0.02,0.114,0.092,0.057,0.05,0.046,0.047,0.041,0.043
2020-07-23,WE16,0.008,0.151,0.001,0.019,0.014,0.12,0.093,0.055,0.046,0.041,0.04,0.034,0.035
2020-07-28,WE16,0.008,0.124,0.001,0.014,0.011,0.098,0.077,0.043,0.035,0.031,0.03,0.027,0.025
2020-08-07,WE16,0.009,0.131,0.001,0.012,0.009,0.105,0.091,0.052,0.049,0.036,0.034,0.029,0.028
2020-08-22,WE16,0.007,0.129,0.001,0.004,0.002,0.104,0.093,0.044,0.036,0.026,0.025,0.02,0.019
2020-08-27,WE16,0.009,0.142,0.001,0.014,0.009,0.116,0.101,0.059,0.049,0.039,0.038,0.032,0.033
2015-08-04,WE13,0.009,0.132,0.001,0.015,0.011,0.112,0.103,0.064,0.063,0.041,0.04,0.035,0.032
2015-08-14,WE13,0.019,0.15,0.003,0.026,0.02,0.134,0.123,0.086,0.082,0.062,0.063,0.059,0.055
2015-08-24,WE13,0.009,0.132,0.001,0.012,0.009,0.113,0.111,0.062,0.062,0.037,0.035,0.031,0.027
2015-10-23,WE13,0.017,0.175,0.007,0.025,0.023,0.155,0.134,0.083,0.067,0.046,0.044,0.044,0.038
2016-06-29,WE13,0.005,0.12,0.001,0.003,0.003,0.094,0.069,0.03,0.023,0.018,0.016,0.013,0.012
2016-07-19,WE13,0.007,0.13,0.001,0.008,0.005,0.099,0.074,0.039,0.032,0.027,0.026,0.021,0.021
2016-08-08,WE13,0.007,0.124,0,0.011,0.009,0.1,0.086,0.046,0.039,0.028,0.027,0.023,0.021
2016-08-28,WE13,0.005,0.148,0.001,0.004,0.002,0.123,0.109,0.06,0.049,0.029,0.029,0.022,0.02
2016-10-07,WE13,0.006,0.155,0.001,0.003,0.001,0.138,0.125,0.082,0.065,0.033,0.032,0.024,0.02
2016-11-26,WE13,0.031,0.228,0.002,0.051,0.039,0.209,0.174,0.12,0.098,0.071,0.066,0.073,0.056
2017-03-16,WE13,0.01,0.159,0.001,0.004,0.003,0.139,0.126,0.109,0.096,0.052,0.048,0.039,0.03
2017-04-25,WE13,0.015,0.145,0.001,0.024,0.021,0.125,0.108,0.071,0.058,0.045,0.044,0.037,0.038
2017-05-15,WE13,0.009,0.142,0.001,0.006,0.004,0.125,0.124,0.089,0.069,0.033,0.031,0.026,0.021
2017-06-24,WE13,0.013,0.146,0.001,0.03,0.024,0.127,0.107,0.065,0.056,0.047,0.046,0.042,0.043
2017-07-09,WE13,0.01,0.128,0.001,0.019,0.015,0.104,0.081,0.047,0.04,0.035,0.034,0.03,0.029
2017-07-14,WE13,0.01,0.148,0.001,0.021,0.015,0.122,0.096,0.054,0.046,0.04,0.038,0.034,0.033
2017-07-29,WE13,0.011,0.144,0.001,0.019,0.015,0.128,0.118,0.083,0.069,0.042,0.042,0.036,0.034
2017-08-03,WE13,0.009,0.152,0.001,0.008,0.005,0.121,0.097,0.054,0.044,0.036,0.034,0.028,0.029
2017-08-23,WE13,0.008,0.133,0.001,0.014,0.01,0.108,0.093,0.055,0.049,0.035,0.034,0.028,0.028
2017-09-07,WE13,0.052,0.207,0.008,0.045,0.037,0.186,0.163,0.126,0.118,0.103,0.104,0.097,0.096
2017-10-02,WE13,0.011,0.139,0.005,0.007,0.006,0.113,0.094,0.046,0.039,0.027,0.025,0.021,0.019
2017-10-17,WE13,0.006,0.146,0.001,0.004,0.002,0.125,0.11,0.065,0.052,0.028,0.026,0.02,0.017
2017-10-22,WE13,0.007,0.151,0.002,0.006,0.004,0.128,0.109,0.059,0.045,0.028,0.026,0.021,0.018
2017-11-26,WE13,0.007,0.16,0.001,0.002,0.001,0.131,0.1,0.05,0.037,0.025,0.021,0.017,0.014
2018-03-01,WE13,0.57,0.972,0.09,0.175,0.192,0.955,0.883,0.941,0.945,0.953,0.967,0.937,0.964
2018-03-06,WE13,0.01,0.158,0.001,0.004,0.002,0.138,0.132,0.118,0.102,0.056,0.049,0.04,0.03
2018-03-11,WE13,0.007,0.147,0.001,0.002,0.001,0.126,0.11,0.061,0.044,0.024,0.021,0.017,0.014
2018-03-16,WE13,0.008,0.143,0.001,0.002,0.001,0.124,0.115,0.076,0.059,0.03,0.026,0.02,0.015
2018-03-26,WE13,0.012,0.156,0.001,0.007,0.005,0.139,0.137,0.131,0.122,0.073,0.067,0.056,0.042
2018-04-05,WE13,0.018,0.164,0.005,0.012,0.009,0.144,0.138,0.118,0.101,0.057,0.052,0.044,0.036
2018-04-10,WE13,0.011,0.173,0.001,0.006,0.004,0.155,0.144,0.109,0.089,0.046,0.042,0.034,0.028
2018-04-20,WE13,0.01,0.156,0.001,0.002,0.002,0.143,0.146,0.142,0.131,0.075,0.071,0.057,0.043
2018-04-25,WE13,0.02,0.205,0.004,0.021,0.018,0.19,0.181,0.152,0.127,0.077,0.072,0.061,0.054
2018-04-30,WE13,0.009,0.149,0.001,0.004,0.003,0.134,0.129,0.087,0.067,0.033,0.03,0.025,0.02
2018-05-25,WE13,0.006,0.138,0.001,0.003,0.002,0.12,0.12,0.078,0.077,0.035,0.033,0.026,0.02
2018-06-04,WE13,0.012,0.135,0.001,0.019,0.016,0.101,0.085,0.056,0.048,0.038,0.038,0.027,0.034
2018-06-14,WE13,0.011,0.15,0.001,0.021,0.017,0.138,0.128,0.079,0.062,0.041,0.041,0.036,0.033
2018-06-24,WE13,0.053,0.29,0.001,0.251,0.215,0.281,0.267,0.252,0.235,0.224,0.235,0.215,0.234
2018-06-29,WE13,0.01,0.148,0.001,0.023,0.017,0.127,0.114,0.067,0.06,0.046,0.046,0.04,0.038
2018-07-04,WE13,0.005,0.124,0.001,0.004,0.002,0.095,0.077,0.039,0.032,0.027,0.026,0.021,0.021
2018-07-09,WE13,0.008,0.135,0.001,0.011,0.011,0.117,0.106,0.061,0.049,0.031,0.031,0.026,0.024
2018-07-19,WE13,0.024,0.147,0.011,0.035,0.032,0.123,0.103,0.072,0.065,0.057,0.056,0.051,0.052
2018-08-03,WE13,0.007,0.139,0.001,0.006,0.003,0.108,0.083,0.043,0.035,0.029,0.028,0.022,0.022
2018-08-13,WE13,0.007,0.134,0.001,0.007,0.005,0.106,0.089,0.044,0.036,0.028,0.027,0.022,0.021
2018-08-18,WE13,0.01,0.164,0.001,0.015,0.008,0.137,0.113,0.068,0.057,0.049,0.048,0.039,0.04
2018-08-23,WE13,0.007,0.129,0.001,0.006,0.004,0.105,0.089,0.047,0.04,0.028,0.026,0.021,0.02
2018-08-28,WE13,0.006,0.141,0,0.009,0.005,0.111,0.089,0.049,0.04,0.031,0.03,0.024,0.024
2018-09-02,WE13,0.005,0.129,0,0.007,0.004,0.101,0.082,0.042,0.035,0.025,0.024,0.019,0.018
2018-10-17,WE13,0.017,0.19,0.002,0.018,0.015,0.16,0.137,0.085,0.068,0.046,0.042,0.036,0.032
2018-10-22,WE13,0.01,0.143,0.002,0.007,0.005,0.118,0.096,0.057,0.044,0.028,0.026,0.021,0.019
2018-11-11,WE13,0.017,0.185,0.002,0.012,0.008,0.157,0.135,0.093,0.074,0.047,0.044,0.036,0.034
2019-03-06,WE13,0.147,0.39,0.003,0.073,0.065,0.412,0.386,0.399,0.393,0.374,0.35,0.33,0.327
2019-03-16,WE13,0.009,0.149,0.001,0.005,0.005,0.125,0.094,0.044,0.034,0.025,0.022,0.018,0.015
2019-03-26,WE13,0.007,0.145,0.001,0.002,0.001,0.126,0.118,0.073,0.056,0.027,0.023,0.019,0.015
2019-04-15,WE13,0.018,0.163,0.001,0.013,0.011,0.15,0.148,0.151,0.147,0.103,0.101,0.087,0.069
2019-05-05,WE13,0.007,0.144,0.001,0.003,0.002,0.126,0.117,0.068,0.05,0.026,0.024,0.019,0.017
2019-05-15,WE13,0.007,0.151,0.001,0.004,0.002,0.137,0.135,0.11,0.089,0.042,0.039,0.031,0.025
2019-05-25,WE13,0.015,0.15,0.005,0.03,0.023,0.129,0.109,0.069,0.059,0.051,0.051,0.045,0.047
2019-07-04,WE13,0.007,0.146,0,0.016,0.01,0.115,0.089,0.058,0.048,0.04,0.039,0.033,0.033
2019-07-09,WE13,0.021,0.145,0.006,0.028,0.021,0.117,0.093,0.065,0.058,0.051,0.051,0.046,0.046
2019-07-14,WE13,0.007,0.118,0.001,0.008,0.006,0.09,0.07,0.038,0.031,0.025,0.022,0.019,0.018
2019-07-24,WE13,0.01,0.139,0.001,0.019,0.014,0.114,0.093,0.054,0.045,0.039,0.038,0.033,0.033
2019-07-29,WE13,0.013,0.17,0.002,0.025,0.019,0.145,0.132,0.079,0.069,0.054,0.056,0.046,0.048
2019-08-08,WE13,0.01,0.14,0.001,0.021,0.016,0.117,0.101,0.058,0.05,0.041,0.04,0.035,0.035
2019-08-23,WE13,0.009,0.13,0.001,0.011,0.007,0.105,0.086,0.045,0.039,0.029,0.028,0.024,0.022
2019-08-28,WE13,0.009,0.134,0.001,0.012,0.009,0.111,0.102,0.057,0.052,0.035,0.034,0.028,0.026
2019-09-02,WE13,0.006,0.137,0.001,0.004,0.003,0.112,0.105,0.054,0.047,0.028,0.026,0.021,0.018
2019-09-22,WE13,0.005,0.134,0.001,0.007,0.004,0.107,0.087,0.048,0.039,0.029,0.027,0.022,0.02
2019-10-12,WE13,0.01,0.149,0.001,0.006,0.004,0.123,0.107,0.07,0.057,0.034,0.031,0.026,0.022
2019-10-17,WE13,0.009,0.153,0.001,0.008,0.005,0.128,0.11,0.081,0.071,0.041,0.038,0.033,0.026
2019-11-26,WE13,0.01,0.181,0.001,0.007,0.003,0.149,0.116,0.064,0.05,0.038,0.034,0.027,0.026
2020-03-05,WE13,0.007,0.138,0.001,0.002,0.001,0.112,0.083,0.037,0.028,0.02,0.018,0.014,0.013
2020-03-15,WE13,0.006,0.14,0.001,0.003,0.002,0.116,0.091,0.042,0.032,0.021,0.019,0.015,0.013
2020-04-24,WE13,0.008,0.152,0.001,0.005,0.002,0.129,0.111,0.061,0.046,0.031,0.027,0.022,0.02
2020-05-04,WE13,0.116,0.26,0.005,0.211,0.162,0.222,0.206,0.18,0.177,0.173,0.177,0.165,0.182
2020-05-24,WE13,0.011,0.157,0.002,0.018,0.014,0.14,0.131,0.086,0.068,0.043,0.043,0.037,0.035
2020-06-08,WE13,0.006,0.122,0.001,0.004,0.004,0.096,0.07,0.031,0.025,0.02,0.018,0.015,0.014
2020-06-13,WE13,0.015,0.145,0.001,0.028,0.023,0.128,0.114,0.078,0.066,0.048,0.046,0.043,0.04
2020-06-18,WE13,0.008,0.152,0.001,0.023,0.017,0.138,0.129,0.085,0.068,0.044,0.044,0.039,0.037
2020-06-23,WE13,0.031,0.195,0.001,0.125,0.068,0.221,0.201,0.166,0.146,0.125,0.124,0.157,0.118
2020-07-03,WE13,0.006,0.129,0.001,0.008,0.005,0.099,0.074,0.038,0.031,0.026,0.025,0.021,0.02
2020-07-08,WE13,0.006,0.139,0.001,0.007,0.004,0.107,0.08,0.045,0.036,0.031,0.029,0.024,0.024
2020-07-13,WE13,0.006,0.123,0.001,0.005,0.003,0.094,0.071,0.037,0.029,0.023,0.02,0.017,0.016
2020-07-18,WE13,0.019,0.141,0.01,0.031,0.024,0.115,0.089,0.061,0.055,0.052,0.051,0.046,0.048
2020-07-28,WE13,0.008,0.126,0.001,0.016,0.012,0.102,0.087,0.048,0.041,0.032,0.031,0.028,0.027
2020-08-07,WE13,0.008,0.131,0.001,0.008,0.006,0.101,0.075,0.038,0.031,0.027,0.025,0.021,0.02
2020-08-17,WE13,0.007,0.138,0.001,0.008,0.005,0.111,0.095,0.051,0.043,0.031,0.03,0.025,0.024
2020-08-22,WE13,0.007,0.128,0.001,0.005,0.002,0.102,0.085,0.041,0.036,0.028,0.027,0.021,0.02
2020-08-27,WE13,0.009,0.141,0.001,0.012,0.008,0.113,0.092,0.052,0.044,0.036,0.036,0.03,0.03
